zero_x,zero_gauss_custom,mean_zero_custom,std_zero_custom,zero_gauss_numpy,mean_zero_np,std_zero_np,one_x,one_gauss_custom,mean_one_custom,std_one_custom,one_gauss_numpy,mean_one_np,std_one_np
-1.9902341219455604,0.08010411608586014,-0.02784609390097448,1.1441741554201839,0.07971378433610782,-0.02784609390097458,1.1413101355205053,0.04128049790321997,0.0881346096494508,2.010388779271283,1.2135623572471803,0.0877732285414781,2.010388779271283,1.210524649461008
-1.9896717955242207,0.08017165665835864,0.0,0.0,0.07978133368565136,0.0,0.0,0.04237043361416415,0.08826310545713642,1.0,1.0,0.08790184100463157,1.0,1.0
-1.9601990413918422,0.08376415549337346,0.0,0.0,0.08337470562631523,0.0,0.0,0.05407493149881004,0.08965028990989936,1.0,1.0,0.08929034444428297,1.0,1.0
-1.9530495192848067,0.0846511533830488,0.0,0.0,0.0842620396196003,0.0,0.0,0.06486064651591761,0.09094038692601912,1.0,1.0,0.09058176506854633,1.0,1.0
-1.9398701760236503,0.08630209193034769,0.0,0.0,0.08591372779309098,0.0,0.0,0.06664651840502422,0.09115508749978984,1.0,1.0,0.09079669489096205,1.0,1.0
-1.9334849070837872,0.08710934015746644,0.0,0.0,0.08672140055095613,0.0,0.0,0.11395094929497951,0.09695392866325872,1.0,1.0,0.09660267109103396,1.0,1.0
-1.9270029164055584,0.08793373869115975,0.0,0.0,0.08754627145261361,0.0,0.0,0.15435521059089963,0.10207524060220272,1.0,1.0,0.10173173987569009,1.0,1.0
-1.9229840507461469,0.08844735772427384,0.0,0.0,0.08806020445318741,0.0,0.0,0.19997645479525517,0.10803966293592715,1.0,1.0,0.10770682258937096,1.0,1.0
-1.9024427029520874,0.09110225838505553,0.0,0.0,0.09071696523967002,0.0,0.0,0.20996520282841225,0.10937075948695087,1.0,1.0,0.10904052783749188,1.0,1.0
-1.8976482855037777,0.09172904909018384,0.0,0.0,0.09134425229767475,0.0,0.0,0.21886654108072978,0.11056444903459746,1.0,1.0,0.11023662619476199,1.0,1.0
-1.8872886375469538,0.09309258490573226,0.0,0.0,0.0927089420916926,0.0,0.0,0.2339337023569561,0.11260094772872849,1.0,1.0,0.11227738387169713,1.0,1.0
-1.8817346519171747,0.09382875948796224,0.0,0.0,0.09344578155933617,0.0,0.0,0.26311956125850955,0.11660192564621306,1.0,1.0,0.11628726625779594,1.0,1.0
-1.868938651570026,0.09553852025219063,0.0,0.0,0.09515719822327762,0.0,0.0,0.2817616419145792,0.11919549913752762,1.0,1.0,0.11888698287270998,1.0,1.0
-1.8279421821974484,0.10114374408645628,0.0,0.0,0.10076891598288175,0.0,0.0,0.29613053535261713,0.12121434771633346,1.0,1.0,0.12091081037439463,1.0,1.0
-1.8042214690132958,0.10447464884069703,0.0,0.0,0.10410442594578863,0.0,0.0,0.3040987672045219,0.12234120374646959,1.0,1.0,0.12204051932165925,1.0,1.0
-1.804080662323702,0.10449461106631551,0.0,0.0,0.104124417398831,0.0,0.0,0.3195321196396512,0.12453837591570249,1.0,1.0,0.12424340412687097,1.0,1.0
-1.708912136982478,0.11848673892849684,0.0,0.0,0.11814155635585101,0.0,0.0,0.3224934687717895,0.12496214842892657,1.0,1.0,0.12466830102080313,1.0,1.0
-1.6997580733742539,0.1198839054509152,0.0,0.0,0.11954169437376484,0.0,0.0,0.34570433605939144,0.1283075189233195,1.0,1.0,0.12802279992682294,1.0,1.0
-1.6978307723063821,0.12017917827703883,0.0,0.0,0.11983760571479889,0.0,0.0,0.37452344245871627,0.13251862314828866,1.0,1.0,0.1322460184326636,1.0,1.0
-1.6910818340195428,0.12121618478916599,0.0,0.0,0.12087688359748489,0.0,0.0,0.3799982738330563,0.1333256029415878,1.0,1.0,0.1330553973754503,1.0,1.0
-1.6783233405644853,0.12318938745396285,0.0,0.0,0.1228545312761691,0.0,0.0,0.38250196759912525,0.13369537165913925,1.0,1.0,0.13342627364829004,1.0,1.0
-1.6405824375089173,0.1291223404031508,0.0,0.0,0.1288017982881631,0.0,0.0,0.39128145647195645,0.13499558979426363,1.0,1.0,0.1347304271163457,1.0,1.0
-1.628043039112017,0.1311245573952731,0.0,0.0,0.13080915906096036,0.0,0.0,0.39250376557783406,0.1351770493457692,1.0,1.0,0.13491244091955962,1.0,1.0
-1.5790765948787633,0.1390849891202138,0.0,0.0,0.13879154285604411,0.0,0.0,0.3997424641481393,0.13625385749005528,1.0,1.0,0.135992563282237,1.0,1.0
-1.5703359678020847,0.14052887955073973,0.0,0.0,0.14023966498177254,0.0,0.0,0.4097107577972725,0.1377427443963899,1.0,1.0,0.13748610330094385,1.0,1.0
-1.504635247116425,0.15158952242681778,0.0,0.0,0.15133514997054046,0.0,0.0,0.4666628212222439,0.14637713079845585,1.0,1.0,0.1461490469165962,1.0,1.0
-1.4897811967931816,0.15413801852794295,0.0,0.0,0.153892262043032,0.0,0.0,0.48034106802421395,0.14848151303125315,1.0,1.0,0.1482607843380978,1.0,1.0
-1.4870711818131799,0.15460476311287988,0.0,0.0,0.15436060772426322,0.0,0.0,0.4862902924149206,0.14940028678226067,1.0,1.0,0.14918281665991176,1.0,1.0
-1.4853634936336375,0.15489915675347962,0.0,0.0,0.15465601489288444,0.0,0.0,0.5147990378559908,0.15383126382451634,1.0,1.0,0.1536299058407569,1.0,1.0
-1.4490275606500416,0.16121267276101917,0.0,0.0,0.16099193731699735,0.0,0.0,0.5284051155321619,0.1559617366152044,1.0,1.0,0.1557683558920972,1.0,1.0
-1.3852672898440344,0.17249860848182744,0.0,0.0,0.17232100339540313,0.0,0.0,0.5284321478685903,0.15596597912461793,1.0,1.0,0.15577261443412058,1.0,1.0
-1.3715977351090238,0.1749484837151409,0.0,0.0,0.17478074184527717,0.0,0.0,0.5433025669756089,0.15830544642368838,1.0,1.0,0.15812101089879668,1.0,1.0
-1.362487404400814,0.1765865430843521,0.0,0.0,0.17642549276593608,0.0,0.0,0.5926463886978,0.16614391128119432,1.0,1.0,0.16599065008947197,1.0,1.0
-1.3540880791084402,0.17810034295555688,0.0,0.0,0.17794554476653254,0.0,0.0,0.6122695108751617,0.16929013530090783,1.0,1.0,0.1691499168033674,1.0,1.0
-1.3466764321409848,0.1794388777892353,0.0,0.0,0.17928966197308965,0.0,0.0,0.6280301531692305,0.17182763210377408,1.0,1.0,0.17169814803568226,1.0,1.0
-1.3174862532865959,0.1847337455190151,0.0,0.0,0.18460710231100827,0.0,0.0,0.6536466009841546,0.17597000148567393,1.0,1.0,0.17585844608658457,1.0,1.0
-1.308139151370221,0.18643639221055405,0.0,0.0,0.1863171713902626,0.0,0.0,0.676162274680288,0.17962723310658632,1.0,1.0,0.17953191612677422,1.0,1.0
-1.2966563530323687,0.18853234479612874,0.0,0.0,0.18842236860579245,0.0,0.0,0.6906788891528008,0.18199215709290886,1.0,1.0,0.18190754117085742,1.0,1.0
-1.2720773645342431,0.19303292085343696,0.0,0.0,0.19294319113554048,0.0,0.0,0.7026892777566678,0.18395240848315697,1.0,1.0,0.1838767801888677,1.0,1.0
-1.248694977122737,0.19732953286944502,0.0,0.0,0.19725962651057985,0.0,0.0,0.7193083107034863,0.1866695637510747,1.0,1.0,0.18660656760075942,1.0,1.0
-1.2359137687967352,0.19968317031855928,0.0,0.0,0.1996243238747791,0.0,0.0,0.7219047591130274,0.18709451516226566,1.0,1.0,0.18703351275560764,1.0,1.0
-1.231614258841092,0.20047558808452953,0.0,0.0,0.2004204968692756,0.0,0.0,0.743765279105125,0.19067631147806732,1.0,1.0,0.19063230633966102,1.0,1.0
-1.221406392854072,0.202358113631739,0.0,0.0,0.2023120069096681,0.0,0.0,0.7736190337977447,0.19557626478200682,1.0,1.0,0.19555606122632088,1.0,1.0
-1.211335311605576,0.20421680648644902,0.0,0.0,0.20417965727396659,0.0,0.0,0.7990088972384894,0.19974736665530993,1.0,1.0,0.19974791339989634,1.0,1.0
-1.2054204131767658,0.2053089782097032,0.0,0.0,0.2052771323422509,0.0,0.0,0.8171014925842792,0.20271967654202092,1.0,1.0,0.20273527883356066,1.0,1.0
-1.1541979989162927,0.2147745419056148,0.0,0.0,0.21478987143668815,0.0,0.0,0.8642461362939722,0.21045432285879448,1.0,1.0,0.21051012701952934,1.0,1.0
-1.1356794087942061,0.21819537210492337,0.0,0.0,0.21822827400080802,0.0,0.0,0.9059379612370755,0.21726652405189395,1.0,1.0,0.21735892686080308,1.0,1.0
-1.1176163331670197,0.2215286278906461,0.0,0.0,0.22157891292263066,0.0,0.0,0.9124759393690303,0.21833123834894594,1.0,1.0,0.21842945973600367,1.0,1.0
-1.1122315678965444,0.22252138802524313,0.0,0.0,0.22257689950211837,0.0,0.0,0.9230154865062308,0.22004516024412796,1.0,1.0,0.22015280312845345,1.0,1.0
-1.0842032134403898,0.22767967263258057,0.0,0.0,0.22776269814781447,0.0,0.0,0.9327160280547688,0.22161975933953784,1.0,1.0,0.22173611732296486,1.0,1.0
-1.070945773888882,0.23011292421713625,0.0,0.0,0.2302091343527782,0.0,0.0,0.9335719487379812,0.2217585525321429,1.0,1.0,0.22187568142574102,1.0,1.0
-1.052632383763357,0.23346540758765094,0.0,0.0,0.23357999588374,0.0,0.0,1.0025426902827834,0.2328520866028192,1.0,1.0,0.233032230161431,1.0,1.0
-0.9906525267762865,0.24471257545454625,0.0,0.0,0.24489057773567896,0.0,0.0,1.0057917909586607,0.23336956813049112,1.0,1.0,0.23355271735884248,1.0,1.0
-0.9649386582612132,0.2493214826531467,0.0,0.0,0.24952623260513657,0.0,0.0,1.0158293726498147,0.2349648818626062,1.0,1.0,0.2351573335399375,1.0,1.0
-0.9540542351701706,0.2512602107143706,0.0,0.0,0.2514763411602856,0.0,0.0,1.0339290186767003,0.23782802053679805,1.0,1.0,0.2380373045467,1.0,1.0
-0.9352579486254617,0.2545895064562349,0.0,0.0,0.25482535624160935,0.0,0.0,1.0363460324506324,0.23820898290099232,1.0,1.0,0.23842051976019923,1.0,1.0
-0.8804532695546703,0.26414351273979686,0.0,0.0,0.2644371629748874,0.0,0.0,1.0418521233586135,0.23907557530596468,1.0,1.0,0.23929224828699558,1.0,1.0
-0.7660563758077852,0.28315607506650176,0.0,0.0,0.28356988822188245,0.0,0.0,1.0957232153097132,0.2474534600923242,1.0,1.0,0.24772059753883238,1.0,1.0
-0.7387346568609172,0.287470325552139,0.0,0.0,0.2879123204199436,0.0,0.0,1.1050739836572485,0.2488873261042319,1.0,1.0,0.24916324557370753,1.0,1.0
-0.7374784278167592,0.28766631975293866,0.0,0.0,0.2881096027157933,0.0,0.0,1.1345501548753716,0.2533634004359353,1.0,1.0,0.25366700220476435,1.0,1.0
-0.7219783169161755,0.29006686354555683,0.0,0.0,0.2905259778023718,0.0,0.0,1.171875154813741,0.258927763737499,1.0,1.0,0.25926633506762353,1.0,1.0
-0.7202116880630798,0.2903383521001899,0.0,0.0,0.2907992631316444,0.0,0.0,1.1817395687591938,0.2603774923611368,1.0,1.0,0.2607252744218363,1.0,1.0
-0.6960396432254083,0.29400822779597774,0.0,0.0,0.2944935524371941,0.0,0.0,1.229181091217976,0.26721720404545857,1.0,1.0,0.26760898851455645,1.0,1.0
-0.6743886168786424,0.2972220749319369,0.0,0.0,0.2977289699113218,0.0,0.0,1.307343114992901,0.2779520260086032,1.0,1.0,0.2784146487443284,1.0,1.0
-0.6644913300468707,0.2986672713461668,0.0,0.0,0.2991839234493052,0.0,0.0,1.322270779275439,0.2799186331946581,1.0,1.0,0.2803944631562621,1.0,1.0
-0.6578520261235581,0.2996281102872431,0.0,0.0,0.30015126900526207,0.0,0.0,1.3243934097232666,0.2801959585773757,1.0,1.0,0.2806736566193131,1.0,1.0
-0.6151385137839642,0.3056377713912099,0.0,0.0,0.30620197806936383,0.0,0.0,1.328899688172824,0.28078277529563844,1.0,1.0,0.28126443074617374,1.0,1.0
-0.5838882383441009,0.3098371647418603,0.0,0.0,0.3104304102339631,0.0,0.0,1.3333014163590313,0.2813534183274746,1.0,1.0,0.2818389280639721,1.0,1.0
-0.5836079844401336,0.30987403914552486,0.0,0.0,0.31046754090548545,0.0,0.0,1.3396108494693233,0.28216692654505976,1.0,1.0,0.28265794106905956,1.0,1.0
-0.5592108279309116,0.3130289842767391,0.0,0.0,0.31364449405968897,0.0,0.0,1.3608267236122518,0.2848632090169574,1.0,1.0,0.28537255319770677,1.0,1.0
-0.5223720572400001,0.31758006586598064,0.0,0.0,0.31822760579171233,0.0,0.0,1.3738151557053562,0.28648336860615736,1.0,1.0,0.28700378901133783,1.0,1.0
-0.5011825883114613,0.3200773886447578,0.0,0.0,0.3207426450759662,0.0,0.0,1.3836907907272313,0.28769935034023403,1.0,1.0,0.28822811427499656,1.0,1.0
-0.5002098745785895,0.32018986353783346,0.0,0.0,0.32085592021471965,0.0,0.0,1.4206451145908767,0.2921238022777808,1.0,1.0,0.29268314348704033,1.0,1.0
-0.4957911432443791,0.3206983812294592,0.0,0.0,0.32136805844471594,0.0,0.0,1.4229027417656441,0.29238750957089626,1.0,1.0,0.29294868401285373,1.0,1.0
-0.4616653298861544,0.3244899003873209,0.0,0.0,0.3251867006262788,0.0,0.0,1.4713160766425726,0.2978520108502304,1.0,1.0,0.2984514425254721,1.0,1.0
-0.43013862515357104,0.32777325533904955,0.0,0.0,0.32849372465368887,0.0,0.0,1.4945068174736993,0.3003362857369137,1.0,1.0,0.30095327825401796,1.0,1.0
-0.42658184542403665,0.3281301174032489,0.0,0.0,0.3288531693278837,0.0,0.0,1.5027791799305192,0.30120083903658584,1.0,1.0,0.3018239673445573,1.0,1.0
-0.3992706968574464,0.33077678001749816,0.0,0.0,0.33151904700280027,0.0,0.0,1.5149310688475341,0.30244987453432454,1.0,1.0,0.3030818894973457,1.0,1.0
-0.3927861351164741,0.33138057623332035,0.0,0.0,0.3321272418926714,0.0,0.0,1.5310973460478712,0.3040722984703346,1.0,1.0,0.3047158956393341,1.0,1.0
-0.3214115491819789,0.3373829029888061,0.0,0.0,0.3381735970002922,0.0,0.0,1.5329594418941745,0.3042562660290697,1.0,1.0,0.30490117928083604,1.0,1.0
-0.2888444370643004,0.33971817939891447,0.0,0.0,0.3405261497673947,0.0,0.0,1.5378786148116057,0.3047393447669608,1.0,1.0,0.3053877165876922,1.0,1.0
-0.22140849623211523,0.3437188485271778,0.0,0.0,0.3445566043761229,0.0,0.0,1.539204152992959,0.3048687912819234,1.0,1.0,0.3055180905247398,1.0,1.0
-0.20625358878255495,0.34445967718367543,0.0,0.0,0.3453029745452849,0.0,0.0,1.5651143928304156,0.3073365064232223,1.0,1.0,0.30800353872302716,1.0,1.0
-0.2019152592159239,0.3446609123422543,0.0,0.0,0.34550571636778815,0.0,0.0,1.598459774862726,0.310333518619871,1.0,1.0,0.3110222223005722,1.0,1.0
-0.19114558365866996,0.34513952754395355,0.0,0.0,0.3459879173894321,0.0,0.0,1.6011441916240376,0.31056585752290183,1.0,1.0,0.31125624738205304,1.0,1.0
-0.19016118965692552,0.3451817827116963,0.0,0.0,0.3460304892974629,0.0,0.0,1.6055549201590265,0.3109446844547261,1.0,1.0,0.3116378255022806,1.0,1.0
-0.18795147325403905,0.34527572299091547,0.0,0.0,0.3461251338369456,0.0,0.0,1.6441987188239504,0.31410605239906847,1.0,1.0,0.3148222433522175,1.0,1.0
-0.17592323740100158,0.34576490355166023,0.0,0.0,0.346617983822767,0.0,0.0,1.6718786307523832,0.316193088913285,1.0,1.0,0.31692458505646826,1.0,1.0
-0.15105260737212678,0.3466570512284739,0.0,0.0,0.3475168326670979,0.0,0.0,1.6944327398392711,0.3177816347107766,1.0,1.0,0.31852482714715546,1.0,1.0
-0.14748828303581707,0.34677167391125946,0.0,0.0,0.3476323171558235,0.0,0.0,1.71483925999443,0.31913079718449716,1.0,1.0,0.31988395493659616,1.0,1.0
-0.10996395412293714,0.3477758399036184,0.0,0.0,0.34864404129851784,0.0,0.0,1.7250310172815237,0.3197729035348437,1.0,1.0,0.320530814224212,1.0,1.0
-0.1024827813534177,0.34793164162128276,0.0,0.0,0.3488010170201598,0.0,0.0,1.7579689543444683,0.32170172969052613,1.0,1.0,0.32247395694955466,1.0,1.0
-0.09322578222807865,0.3481039221585673,0.0,0.0,0.3489745961445912,0.0,0.0,1.815216449943176,0.3245125207576788,1.0,1.0,0.32530571563376176,1.0,1.0
-0.08297279069157826,0.3482682298093504,0.0,0.0,0.34914014268803206,0.0,0.0,1.819000210622804,0.32467370652267813,1.0,1.0,0.32546810754077604,1.0,1.0
-0.05627637121434814,0.34856506838035395,0.0,0.0,0.3494392204401727,0.0,0.0,1.8705284217993206,0.32656061756981797,1.0,1.0,0.3273691682915454,1.0,1.0
-0.03217629832537838,0.3486701928253432,0.0,0.0,0.34954513819105854,0.0,0.0,1.8705830357839273,0.32656231094985827,1.0,1.0,0.32737087439486406,1.0,1.0
-0.011537569858273145,0.34863727289629975,0.0,0.0,0.34951196981943544,0.0,0.0,1.9074705822065368,0.3275564897443397,1.0,1.0,0.3283725306584374,1.0,1.0
-0.004012648104531724,0.34859705353498405,0.0,0.0,0.349471446948999,0.0,0.0,1.960096022209373,0.328454356974327,1.0,1.0,0.3292771641042958,1.0,1.0
0.0007051949345484587,0.3485641504068787,0.0,0.0,0.34943829554005496,0.0,0.0,1.9905241967626859,0.32869249417159185,1.0,1.0,0.32951709796030976,1.0,1.0
0.007574827148313368,0.3485056502745841,0.0,0.0,0.34937935401556003,0.0,0.0,1.9908335402106094,0.3286938549646104,1.0,1.0,0.3295184690225285,1.0,1.0
0.011554308043611794,0.34846602040218333,0.0,0.0,0.34933942515812494,0.0,0.0,1.9971742445299627,0.3287170429842255,1.0,1.0,0.3295418320345043,1.0,1.0
0.026323829514196095,0.34828213971172894,0.0,0.0,0.34915415749019457,0.0,0.0,2.0868363547972892,0.328084917725442,1.0,1.0,0.32890493930056575,1.0,1.0
0.03751792353191252,0.34810419456000335,0.0,0.0,0.34897487059963067,0.0,0.0,2.0884602472054605,0.3280569695899129,1.0,1.0,0.3288767805230538,1.0,1.0
0.11408996040240016,0.3460001794980761,0.0,0.0,0.34685502586153133,0.0,0.0,2.1027393220605983,0.32778604935366285,1.0,1.0,0.32860381901614166,1.0,1.0
0.11720727184380486,0.3458819750154838,0.0,0.0,0.3467359339789984,0.0,0.0,2.1580007220762827,0.3263136545737024,1.0,1.0,0.32712035020527275,1.0,1.0
0.1229339663878215,0.3456582449077179,0.0,0.0,0.34651052481565403,0.0,0.0,2.174130681959546,0.3257577523798337,1.0,1.0,0.32656027575336816,1.0,1.0
0.14747164372574328,0.3446034925109435,0.0,0.0,0.3454478665688864,0.0,0.0,2.1917195351023415,0.32508718678650156,1.0,1.0,0.32588468370113943,1.0,1.0
0.1590296558156159,0.3440529611647876,0.0,0.0,0.34489321522808963,0.0,0.0,2.1999446861083727,0.3247506706606359,1.0,1.0,0.3255456477390121,1.0,1.0
